ID,Gender,Nationality,Major,Level,IE1,SMSK3,RAS1,RAS2,SMSK1,SMSK4,IE2,TL1,RAS3,IE3,RAS4,RAS5,IE4,SMSK2,TL2,TL3,PSD1,PSD2,PSD3,IE5,PSD4,PSD5,IM1,IM2,IM3,IM4,IM5,IM6,W1,W2,W3,Employed,Score,Class
130,1,0,1,3,3,4,4,4,4,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,4,3,1,3.06,0
131,1,0,1,2,3,2,3,3,2,3,3,4,3,2,4,2,3,3,3,3,3,3,3,2,2,3,3,4,4,3,3,3,1,1,1,1,3.71,0
132,0,0,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,1,3.92,1
133,1,0,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,1,3.5,1
134,1,0,1,2,3,3,3,3,2,3,4,2,1,2,1,1,1,1,2,2,4,3,2,2,1,1,2,3,4,4,1,3,3,3,3,1,3.33,0
135,0,0,1,2,4,1,3,3,3,4,4,4,3,3,3,4,3,4,2,3,3,4,2,3,3,4,3,3,4,4,3,4,,2,,0,3.52,0
136,1,0,1,2,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,1,3.38,1
137,1,0,0,2,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,1,3.69,1
138,0,0,0,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3.82,1
139,0,1,0,2,4,4,4,4,4,4,4,4,3,3,4,2,3,4,3,3,3,2,3,3,3,3,4,4,3,4,4,4,3,4,1,1,3.55,1
140,1,0,1,2,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3.56,0
141,0,0,0,2,3,3,4,3,4,4,3,4,4,3,4,2,3,4,4,4,4,3,4,3,4,4,3,3,4,4,4,3,3,4,4,1,3.35,0
142,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,3,3,3,3,1,3.32,0
143,1,0,0,2,4,3,4,4,3,4,4,3,4,4,4,4,4,3,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,1,3.65,1
144,0,0,1,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,1,3.14,1
145,1,0,0,2,3,3,3,3,3,2,3,2,3,3,3,2,1,1,3,4,2,2,1,1,2,3,1,3,2,2,3,2,3,3,,1,3.75,0
146,0,1,0,2,4,4,3,3,3,3,4,4,3,4,4,3,4,4,4,4,4,4,3,3,4,3,4,3,4,2,3,2,4,4,4,1,4,0
147,1,0,1,2,4,4,4,4,4,4,4,4,4,3,4,2,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,2,4,3,1,1,3.13,0
148,0,0,1,2,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,1,3.5,1
149,0,0,1,2,4,3,4,4,4,3,4,3,4,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,,1,3.05,0
150,1,0,1,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,3,4,4,4,3,3,3,2,3,4,4,4,1,0,0
151,0,1,0,1,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,3,3,,1,3.05,1
152,0,0,0,1,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,,1,3.8,1
153,1,0,1,2,1,4,4,3,4,3,4,4,4,4,4,3,3,4,4,4,3,4,3,4,4,3,3,4,4,4,4,4,4,4,1,1,3.78,1
154,0,0,0,1,3,2,3,4,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,4,4,3,,,,,3.4,0
155,1,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,1,3.69,1
156,1,0,1,2,3,3,4,3,3,4,3,3,3,3,2,2,3,3,2,3,3,3,2,2,2,2,3,3,3,2,3,3,4,4,4,1,3.68,0
157,1,1,0,2,4,2,4,4,2,3,4,3,4,4,3,1,3,4,3,3,4,3,4,3,3,4,4,4,4,3,4,3,4,4,,1,3.89,1
158,1,0,0,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,4,3,3,3,3,2,1,1,3.71,0
159,1,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2.93,1
160,1,0,0,1,3,3,2,3,2,3,3,4,3,3,3,2,3,2,2,3,3,3,3,4,4,2,4,3,4,4,4,4,3,4,1,1,3.73,1
161,1,0,0,2,3,3,3,3,1,2,3,3,2,3,3,1,3,3,3,3,3,3,3,3,3,1,4,4,4,4,4,4,3,3,3,1,3.54,1
162,0,0,0,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,2,3,2,3,3,4,3,3,3,3,3,3,2,3,1,3.55,0
163,0,0,0,2,3,3,4,3,1,2,4,4,3,3,3,3,3,3,2,3,4,4,4,3,3,3,1,1,1,1,3,1,2,3,1,1,3.96,0
164,0,0,1,2,3,3,4,4,2,2,3,3,4,3,3,3,3,3,2,3,3,3,3,2,3,3,3,4,4,4,2,1,2,2,1,1,3.17,0
165,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3.27,1
166,0,0,1,2,3,4,3,4,3,2,2,3,4,1,3,2,2,3,2,4,3,3,3,3,2,2,3,4,3,3,3,2,2,3,2,1,3.81,0
167,0,0,0,2,3,3,3,2,1,2,3,3,3,3,3,1,3,3,3,3,3,3,1,3,2,3,2,2,3,3,3,1,2,3,1,1,3.92,0
168,0,1,0,2,3,3,3,3,3,3,4,4,4,3,3,1,2,3,3,4,3,2,4,3,3,3,3,3,3,3,3,2,4,4,3,1,4,0
169,0,0,1,2,4,3,4,4,3,4,4,3,4,3,4,2,4,3,3,3,3,4,3,3,3,3,3,2,3,3,3,2,3,3,1,1,3.96,0
170,1,0,1,2,4,3,4,4,4,3,4,2,4,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,4,2,2,2,4,3,1,4,0
171,0,0,1,2,4,4,4,4,4,4,3,3,4,3,3,4,3,3,3,4,4,4,3,3,3,3,4,4,3,4,3,4,,4,3,0,3.91,1
172,1,0,0,1,4,4,3,3,2,4,3,4,4,4,4,3,3,3,3,4,4,3,3,3,3,3,4,4,3,4,4,3,1,,1,0,3.43,1
173,1,0,0,1,3,3,3,3,3,3,3,3,3,4,4,3,4,4,3,3,4,4,3,4,3,3,4,4,4,3,3,3,4,4,2,1,3.67,0
174,1,0,0,1,3,4,3,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,3.57,1
175,0,0,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3.17,0
176,1,0,1,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3.34,1
177,1,0,0,1,4,4,3,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3.13,1
178,0,0,0,2,3,2,3,3,2,2,3,4,2,3,3,2,3,2,3,3,3,3,3,2,3,3,2,2,4,4,2,3,4,2,3,1,3.51,0
179,1,0,0,1,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,1,3.48,1
180,0,0,0,1,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0,3.18,1
181,0,1,0,1,3,2,3,3,3,2,2,3,4,3,4,3,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,2,1,3.78,1
182,1,0,0,1,3,4,4,4,3,3,3,3,4,4,3,3,4,3,3,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,1,3.4,1
183,0,0,0,1,3,3,3,2,2,3,3,3,2,3,2,2,3,3,3,3,3,3,3,2,3,2,3,3,4,4,3,3,,3,,0,3.97,0
184,0,0,0,1,4,3,4,3,4,3,4,3,3,4,3,2,4,3,3,3,4,3,4,3,3,2,4,4,4,4,4,3,4,4,,1,3.42,1
185,1,1,0,2,4,3,4,4,3,3,4,3,4,3,4,2,3,3,2,4,3,3,3,2,2,3,4,3,3,4,3,3,4,4,,1,3.67,0
186,0,0,0,2,4,4,4,3,4,4,4,4,4,4,3,3,4,3,4,4,4,4,3,3,3,3,4,4,4,4,3,3,4,4,4,1,3.36,1
187,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3.87,1
188,1,1,0,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,4,4,4,3,4,4,4,,1,3.5,1
189,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,4,3,4,4,4,4,,1,3.51,0
190,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,3.51,1
191,0,0,1,3,3,4,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,,0,3.51,0
192,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3.51,1
193,0,0,1,3,4,4,4,4,2,4,4,4,4,2,4,4,3,4,4,2,4,3,4,2,2,3,4,4,4,4,4,2,3,3,4,1,3.51,1
194,0,1,0,2,4,4,3,3,4,3,3,3,4,4,3,1,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,,1,3.51,0
195,1,1,0,2,4,4,4,4,3,3,4,3,4,4,4,3,3,4,4,4,3,3,4,3,3,3,4,4,4,3,4,4,4,4,1,1,3.51,1
196,1,1,0,2,3,3,4,4,2,3,3,2,3,2,3,2,3,3,3,3,3,4,2,3,2,2,4,4,3,2,3,2,2,1,1,1,3.51,0
197,0,1,0,2,3,3,3,4,4,2,3,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,1,1,3.51,1
198,1,0,1,2,4,3,3,4,3,4,4,4,3,3,4,3,4,3,3,3,3,3,4,3,3,3,3,4,4,4,3,4,4,3,,1,3.51,1
199,1,1,1,2,3,3,3,3,2,2,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,1,4,3,3,1,3.51,0
200,1,0,1,2,3,3,4,4,3,3,4,4,3,4,4,2,4,4,4,4,2,2,3,2,3,2,4,3,4,4,4,4,3,3,2,0,3.51,1
201,0,0,0,2,3,3,1,1,2,2,2,2,1,2,1,1,1,2,2,4,3,2,3,1,3,4,1,2,4,2,1,2,1,3,1,1,3.51,0
202,0,0,0,2,4,3,4,3,4,3,4,4,4,4,3,2,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,2,1,3.51,1
203,1,0,0,2,4,4,4,4,3,4,3,4,4,3,3,3,3,3,3,4,4,4,3,2,3,3,4,4,4,3,3,3,2,3,1,1,3.51,0
204,1,0,0,2,4,4,4,4,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,1,3.51,1
205,0,0,0,2,4,4,3,3,4,4,3,4,3,3,4,4,2,4,3,4,2,3,3,3,4,4,4,3,4,4,4,4,4,4,3,1,3.51,1
206,0,0,0,2,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,3,4,4,4,4,3,3,3,0,3.51,1
207,1,1,0,2,3,3,3,3,3,2,3,4,4,3,4,3,4,4,3,4,4,3,2,3,3,2,4,4,3,4,4,3,4,4,2,1,3.51,1
208,1,1,0,2,4,4,4,4,3,3,4,3,4,4,3,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,4,4,1,3.51,1
209,1,0,0,2,3,3,4,4,2,3,3,4,3,3,4,3,3,3,2,4,3,3,3,3,3,3,3,3,4,3,3,3,2,3,1,1,3.51,0
210,0,0,0,2,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,2,1,2,3,3,4,4,4,4,2,2,4,4,1,1,3.51,1
211,1,0,1,2,3,4,4,3,2,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,1,1,3.51,0
212,1,0,1,2,3,3,3,2,1,3,3,3,3,3,4,1,3,3,3,3,2,3,3,3,1,4,1,3,3,3,3,3,3,3,3,0,3.51,0
213,0,0,1,2,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,3,3,4,4,4,4,2,3,4,4,4,4,4,4,1,3.51,1
214,0,1,0,2,3,3,4,4,2,3,3,3,3,3,1,3,1,2,1,3,4,3,2,2,2,3,1,2,2,2,3,3,,,,0,3.51,0
215,1,0,1,2,4,3,4,4,2,3,4,3,4,4,4,2,4,4,3,3,4,3,3,1,2,3,4,4,4,4,3,2,1,3,,0,3.51,1
216,1,0,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,3.51,1
217,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,4,3,4,4,4,4,,1,3.51,0
218,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,3.51,1
219,0,0,1,3,3,4,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,,0,3.51,0
220,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3.51,1
221,0,0,1,3,4,4,4,4,2,4,4,4,4,2,4,4,3,4,4,2,4,3,4,2,2,3,4,4,4,4,4,2,3,3,4,1,3.51,1
222,0,0,1,2,4,1,3,3,3,4,4,4,3,3,3,4,3,4,2,3,3,4,2,3,3,4,3,3,4,4,3,4,,2,,0,3.51,0
223,0,0,1,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,1,3.51,1
224,0,0,1,2,4,3,4,4,4,3,4,3,4,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,,1,3.51,0
225,0,0,1,2,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,1,3.51,1
226,0,1,0,2,4,3,4,4,2,3,3,3,4,3,3,2,4,3,3,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,1,3.51,1
227,1,1,0,2,3,2,3,4,2,3,4,3,3,4,4,3,3,4,3,3,3,3,4,3,3,3,2,3,4,3,2,3,2,3,2,1,3.51,0
228,0,1,0,2,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3.51,1
229,1,1,0,2,4,2,3,4,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,1,3.51,0
230,1,1,0,2,3,3,3,4,4,4,4,4,4,4,4,2,3,3,2,3,4,3,4,2,4,3,4,4,4,4,4,4,2,3,4,1,3.51,1
231,1,1,0,2,4,2,3,4,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,1,3.51,1
232,0,1,0,2,4,4,4,4,4,3,3,3,4,4,4,4,4,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3.51,1
233,0,0,0,2,4,4,4,4,3,3,4,4,3,4,4,2,4,4,4,4,4,3,3,4,4,3,3,4,4,3,4,4,3,4,3,0,3.51,1
234,0,1,0,1,3,2,3,4,3,3,4,2,4,3,3,2,3,3,2,3,2,3,3,3,3,3,4,4,3,4,4,3,4,4,2,1,3.51,1
235,0,1,0,2,4,3,3,4,3,3,4,4,4,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,3,4,4,2,1,3.51,0
236,1,0,1,2,4,3,3,4,3,4,4,4,3,3,4,3,4,3,3,3,3,3,4,3,3,3,3,4,4,4,3,4,4,3,,1,3.51,1
237,1,1,1,2,3,3,3,3,2,2,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,1,4,3,3,1,3.51,0
238,1,0,1,2,3,3,4,4,3,3,4,4,3,4,4,2,4,4,4,4,2,2,3,2,3,2,4,3,4,4,4,4,3,3,2,0,3.51,1
239,0,1,1,3,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,3,3,3,4,4,3,4,3,4,4,4,1,3.51,0
240,1,0,1,2,4,4,4,4,3,3,3,3,3,3,4,2,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,,1,3.51,1
241,1,0,1,2,4,3,4,4,2,3,4,3,4,4,4,2,4,4,3,3,4,3,3,1,2,3,4,4,4,4,3,2,1,3,,0,3.51,1
242,1,0,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,3.51,1
243,1,1,1,3,4,4,4,4,4,3,4,4,4,4,4,3,4,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,1,3.51,1
244,0,1,0,2,2,2,3,3,3,3,4,2,3,3,2,3,3,2,2,4,4,3,3,3,3,3,3,2,4,3,3,3,4,4,4,1,3.51,0
245,0,1,1,2,3,3,4,4,4,3,4,4,4,4,4,1,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,1,1,3.51,1
246,0,1,0,2,4,4,4,3,1,2,4,4,3,2,4,3,3,4,4,4,4,3,3,3,3,3,1,3,2,4,3,3,1,1,3,1,3.51,0
247,0,1,0,2,4,4,3,3,4,3,3,3,4,4,3,1,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,,1,3.51,0
248,1,1,0,2,4,4,4,4,3,3,4,3,4,4,4,3,3,4,4,4,3,3,4,3,3,3,4,4,4,3,4,4,4,4,1,1,3.51,1
249,1,1,0,2,3,3,4,4,2,3,3,2,3,2,3,2,3,3,3,3,3,4,2,3,2,2,4,4,3,2,3,2,2,1,1,1,3.51,0
250,0,1,0,2,3,3,3,4,4,2,3,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,1,1,3.51,1
251,0,0,1,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,2,3,3,1,,1,1,3.29,0
252,0,0,1,2,4,3,4,3,3,4,4,4,4,3,4,3,4,3,3,4,3,3,4,3,4,3,3,3,3,4,3,3,,,,0,3.27,0
253,1,0,1,2,4,3,3,3,2,2,2,3,3,4,4,3,4,4,3,2,4,3,3,2,4,2,3,3,4,3,3,3,4,4,3,0,3.88,0
254,1,0,1,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,1,3.5,0
255,1,0,0,1,4,3,2,3,4,4,4,4,3,4,4,3,3,3,3,4,4,3,3,3,3,3,4,4,3,4,4,4,4,4,1,0,3.43,1
256,1,0,1,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,1,3.34,1
257,0,0,0,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,,0,3.18,1
258,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,,3,,0,3.97,0
259,1,0,0,2,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,1,3.51,1
260,0,1,0,2,3,3,3,4,4,3,4,4,4,3,4,1,3,4,3,3,3,3,2,3,2,3,1,1,3,3,2,2,4,2,4,1,3.51,0
